id,first_name,last_name,age,parent_1,parent_2,phone,attendance,days_membership
65346685,Antoni,Gatteridge,19,Fulvia,,978-300-7128,,
31762945,Sly,De Vaux,11,Lusa,,978-588-7333,175,180
65985684,Dov,Mantripp,10,Cymbre,Andrea,978-079-9465,180,180
93997281,Maurita,Lightman,15,Ariela,Aron,978-363-4365,179,180
48857534,Margarethe,Durant,16,Shirlee,Haydon,978-101-0370,180,180
99078178,Kim,Pavic,20,Renee,Kurtis,978-960-8237,,
13958118,Roxine,Winspeare,18,Ronnica,,978-814-2414,180,180
28492852,Lorita,Livingston,9,Anita,Mata,978-781-0603,180,180
83032335,Cassie,Give,20,Antonina,Gardner,978-912-5235,,
36765390,Ellerey,Feasey,10,Wilone,Thain,978-948-0937,180,180
32025282,Kelly,Torre,9,Lark,Butch,978-610-8144,180,180
20067753,Guthry,Ewert,9,Biddie,Derby,978-085-7813,180,180
34534667,Bealle,Mattschas,18,Sib,Waylen,978-044-0256,180,180
17980864,Dillon,Robshaw,11,Ingunna,Rolando,978-210-5448,180,180
55860051,Kath,Kardos-Stowe,17,Daveta,Bartram,978-848-7183,136,180
564559149,Carey,Gladstone,8,Marti,Porty,978-568-1123,180,180
84528532,Sheridan,Ansley,17,Katha,Denys,978-630-3054,180,180
9245116,Colet,Rubanenko,13,Betsy,Paxton,978-372-1522,180,180
12660119,Danna,Vinten,8,Lamar,Junie,978-579-4049,175,180
42860549,Obediah,Hort,21,Tomi,,978-553-7081,,
4896198,Lillian,Burtonwood,18,Andreana,Darrell,978-420-3375,180,180
75556571,Cyndi,Iacovini,20,Wileen,Keefer,978-814-2568,,
312206197,Melba,Kingsly,5,Ciel,Berrie,978-608-4421,180,180
15842879,Eamon,Snaith,10,Mary,Evin,978-683-3416,180,180
92764331,Chelsea,Bernaldo,10,Amil,Tremain,978-399-1105,180,180
65898850,Lorita,Klebes,18,Krystal,,978-623-3881,180,180
672050414,Allister,Akam,8,Ario,,978-340-5786,180,180
118000795,Brett,Gready,5,Chere,,978-140-3434,180,180
15212530,Britteny,Unwins,9,Gratia,Henderson,978-464-4105,180,180
16734135,Stephani,Biasioni,20,Meridith,Ring,978-643-9101,,
77204566,Israel,Brittian,11,Bill,,978-805-4995,180,180
157183326,Marji,Glamart,8,Parrnell,Quentin,978-780-1821,180,180
48702191,Cece,Ganniclifft,10,Maxie,,978-645-4949,180,180
76250957,Melvyn,Carne,14,Nancy,,978-709-7073,180,180
3866163,Joella,Buller,13,Bettina,Stephen,978-780-2987,180,180
51136375,Loria,Berthouloume,17,Wilmette,Izak,978-006-5841,180,180
33491478,Clare,Lanceter,16,Emmy,,978-191-9084,165,180
959576241,Ronda,Lease,8,Aloysius,Agosto,978-723-7347,180,180
